REGION,TERRITORIO
11 PACIFICO,1103 MAZATLAN CULIACAN
11 PACIFICO,1101 LA PAZ
10 FRONTERA OESTE,1001 TIJUANA
21 HUASTECA,2102 SAN LUIS POTOSÍ
60 PUEBLA,6001 TEHUACAN
62 PENINSULA,6201 CANCUN
20 NORESTE,2004 SAN PEDRO GARZA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
60 PUEBLA,6006 XALAPA
31 JALISCO,3101 ALTOS JALISCO
30 COSTA OCCIDENTE,3002 JALISCO SUR
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
20 NORESTE,2001 REYNOSA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
40 METRO ORIENTE,4003 CHIMALHUACAN
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
31 JALISCO,3102 ZAPOPAN
50 METRO NORPONIENTE,5004 COACALCO
10 FRONTERA OESTE,1001 TIJUANA
32 MICHOACÁN,3201 MORELIA
63 GOLFO,6303 VILLAHERMOSA
33 BAJIO,3301 LEON
42 SUR,4204 QUECHULTENANGO
21 HUASTECA,2103 SAN LUIS FORANEO
11 PACIFICO,1103 MAZATLAN CULIACAN
51 METRO PONIENTE,5106 NAUCALPAN
63 GOLFO,6305 CIUDAD DEL CARMEN
60 PUEBLA,6003 ZACAPOAXTLA
42 SUR,4206 PUNGARABATO
32 MICHOACÁN,3201 MORELIA
31 JALISCO,3101 ALTOS JALISCO
20 NORESTE,2001 REYNOSA
33 BAJIO,3305 QUERÉTARO
51 METRO PONIENTE,5105 TECAMAC
62 PENINSULA,6202 CAMPECHE
11 PACIFICO,1104 TEPIC
41 METRO SURORIENTE,4102 ALVARO OBREGON
10 FRONTERA OESTE,1004 HERMOSILLO
31 JALISCO,3102 ZAPOPAN
21 HUASTECA,2103 SAN LUIS FORANEO
21 HUASTECA,2101 AGUASCALIENTES
63 GOLFO,6303 VILLAHERMOSA
52 VALLE DE TOLUCA,5201 TOLUCA
42 SUR,4204 QUECHULTENANGO
42 SUR,4204 QUECHULTENANGO
21 HUASTECA,2103 SAN LUIS FORANEO
33 BAJIO,3304 CELAYA
20 NORESTE,2005 ESCOBEDO
60 PUEBLA,6005 ORIZABA
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6002 PUEBLA
62 PENINSULA,6202 CAMPECHE
31 JALISCO,3105 TLAQUEPAQUE
61 CHIAPAS,6101 TUXTLA
20 NORESTE,2004 SAN PEDRO GARZA
42 SUR,4207 TLACOLULA
61 CHIAPAS,6101 TUXTLA
41 METRO SURORIENTE,4103 COYOACAN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
10 FRONTERA OESTE,1001 TIJUANA
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
20 NORESTE,2002 GUADALUPE
42 SUR,4203 CUAUTLA
30 COSTA OCCIDENTE,3003 OCOTLAN
61 CHIAPAS,6102 TAPACHULA
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
42 SUR,4201 CUERNAVACA
10 FRONTERA OESTE,1002 MEXICALI
33 BAJIO,3301 LEON
41 METRO SURORIENTE,4102 ALVARO OBREGON
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6002 PUEBLA
42 SUR,4206 PUNGARABATO
41 METRO SURORIENTE,4106 CHALCO
61 CHIAPAS,6101 TUXTLA
42 SUR,4208 OAXACA
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
62 PENINSULA,6205 PLAYA DEL CARMEN
51 METRO PONIENTE,5102 IZTACALCO
32 MICHOACÁN,3204 PATZCUARO
12 LAGUNA CHIHUAHUA,1202 TORREON
21 HUASTECA,2106 PACHUCA
62 PENINSULA,6203 MERIDA
52 VALLE DE TOLUCA,5201 TOLUCA
61 CHIAPAS,6101 TUXTLA
30 COSTA OCCIDENTE,3003 OCOTLAN
52 VALLE DE TOLUCA,5205 ATLACOMULCO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
41 METRO SURORIENTE,4107 XOCHIMILCO
60 PUEBLA,6001 TEHUACAN
21 HUASTECA,2105 TULA
52 VALLE DE TOLUCA,5207 TEXMELUCAN
62 PENINSULA,6201 CANCUN
10 FRONTERA OESTE,1004 HERMOSILLO
60 PUEBLA,6005 ORIZABA
11 PACIFICO,1104 TEPIC
60 PUEBLA,6006 XALAPA
11 PACIFICO,1102 SINALOA
20 NORESTE,2006 TAMPICO
42 SUR,4202 JIUTEPEC
40 METRO ORIENTE,4003 CHIMALHUACAN
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
21 HUASTECA,2104 ZACATECAS
20 NORESTE,2003 MONTERREY
51 METRO PONIENTE,5103 BENITO JUAREZ
42 SUR,4208 OAXACA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
51 METRO PONIENTE,5101 CUAUHTEMOC
41 METRO SURORIENTE,4102 ALVARO OBREGON
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
42 SUR,4203 CUAUTLA
11 PACIFICO,1103 MAZATLAN CULIACAN
51 METRO PONIENTE,5106 NAUCALPAN
51 METRO PONIENTE,5103 BENITO JUAREZ
20 NORESTE,2003 MONTERREY
10 FRONTERA OESTE,1001 TIJUANA
60 PUEBLA,6002 PUEBLA
42 SUR,4208 OAXACA
32 MICHOACÁN,3201 MORELIA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
63 GOLFO,6304 HUIMANGUILLO
20 NORESTE,2003 MONTERREY
21 HUASTECA,2102 SAN LUIS POTOSÍ
11 PACIFICO,1101 LA PAZ
61 CHIAPAS,6103 MEZCALAPA
41 METRO SURORIENTE,4106 CHALCO
62 PENINSULA,6203 MERIDA
33 BAJIO,3304 CELAYA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
32 MICHOACÁN,3201 MORELIA
50 METRO NORPONIENTE,5002 ATIZAPAN
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
10 FRONTERA OESTE,1001 TIJUANA
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
52 VALLE DE TOLUCA,5201 TOLUCA
30 COSTA OCCIDENTE,3004 COLIMA
32 MICHOACÁN,3202 URUAPAN
50 METRO NORPONIENTE,5004 COACALCO
20 NORESTE,2008 MARTINEZ DE LA TORRE
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
30 COSTA OCCIDENTE,3004 COLIMA
31 JALISCO,3103 GUADALAJARA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
32 MICHOACÁN,3202 URUAPAN
10 FRONTERA OESTE,1001 TIJUANA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
63 GOLFO,6302 COATZACOALCOS
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
63 GOLFO,6303 VILLAHERMOSA
21 HUASTECA,2103 SAN LUIS FORANEO
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
21 HUASTECA,2102 SAN LUIS POTOSÍ
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
21 HUASTECA,2101 AGUASCALIENTES
21 HUASTECA,2105 TULA
42 SUR,4205 ACAPULCO
10 FRONTERA OESTE,1001 TIJUANA
41 METRO SURORIENTE,4107 XOCHIMILCO
51 METRO PONIENTE,5106 NAUCALPAN
52 VALLE DE TOLUCA,5201 TOLUCA
30 COSTA OCCIDENTE,3003 OCOTLAN
20 NORESTE,2004 SAN PEDRO GARZA
42 SUR,4204 QUECHULTENANGO
60 PUEBLA,6004 VERACRUZ
60 PUEBLA,6002 PUEBLA
33 BAJIO,3305 QUERÉTARO
61 CHIAPAS,6102 TAPACHULA
41 METRO SURORIENTE,4105 TLAHUAC
33 BAJIO,3301 LEON
60 PUEBLA,6001 TEHUACAN
51 METRO PONIENTE,5102 IZTACALCO
33 BAJIO,3301 LEON
41 METRO SURORIENTE,4102 ALVARO OBREGON
20 NORESTE,2001 REYNOSA
21 HUASTECA,2101 AGUASCALIENTES
60 PUEBLA,6002 PUEBLA
42 SUR,4208 OAXACA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
62 PENINSULA,6204 UMAN
61 CHIAPAS,6103 MEZCALAPA
41 METRO SURORIENTE,4101 IZTAPALAPA
33 BAJIO,3305 QUERÉTARO
60 PUEBLA,6001 TEHUACAN
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
63 GOLFO,6302 COATZACOALCOS
21 HUASTECA,2105 TULA
30 COSTA OCCIDENTE,3003 OCOTLAN
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
40 METRO ORIENTE,4005 ACOLMAN
63 GOLFO,6302 COATZACOALCOS
51 METRO PONIENTE,5104 HUIXQUILUCAN
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
52 VALLE DE TOLUCA,5207 TEXMELUCAN
63 GOLFO,6302 COATZACOALCOS
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
12 LAGUNA CHIHUAHUA,1205 COAHUILA
51 METRO PONIENTE,5103 BENITO JUAREZ
21 HUASTECA,2106 PACHUCA
31 JALISCO,3103 GUADALAJARA
30 COSTA OCCIDENTE,3003 OCOTLAN
61 CHIAPAS,6101 TUXTLA
33 BAJIO,3305 QUERÉTARO
40 METRO ORIENTE,4004 TEXCOCO
52 VALLE DE TOLUCA,5207 TEXMELUCAN
61 CHIAPAS,6104 JUCHITAN
60 PUEBLA,6002 PUEBLA
51 METRO PONIENTE,5106 NAUCALPAN
20 NORESTE,2005 ESCOBEDO
10 FRONTERA OESTE,1001 TIJUANA
52 VALLE DE TOLUCA,5203 LERMA
40 METRO ORIENTE,4003 CHIMALHUACAN
11 PACIFICO,1103 MAZATLAN CULIACAN
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
10 FRONTERA OESTE,1004 HERMOSILLO
12 LAGUNA CHIHUAHUA,1202 TORREON
41 METRO SURORIENTE,4105 TLAHUAC
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
31 JALISCO,3105 TLAQUEPAQUE
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
52 VALLE DE TOLUCA,5203 LERMA
51 METRO PONIENTE,5104 HUIXQUILUCAN
10 FRONTERA OESTE,1004 HERMOSILLO
21 HUASTECA,2106 PACHUCA
61 CHIAPAS,6102 TAPACHULA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
20 NORESTE,2008 MARTINEZ DE LA TORRE
51 METRO PONIENTE,5105 TECAMAC
50 METRO NORPONIENTE,5003 TLALNEPANTLA
10 FRONTERA OESTE,1001 TIJUANA
20 NORESTE,2006 TAMPICO
21 HUASTECA,2101 AGUASCALIENTES
20 NORESTE,2003 MONTERREY
42 SUR,4202 JIUTEPEC
51 METRO PONIENTE,5106 NAUCALPAN
31 JALISCO,3102 ZAPOPAN
50 METRO NORPONIENTE,5004 COACALCO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
60 PUEBLA,6003 ZACAPOAXTLA
20 NORESTE,2002 GUADALUPE
62 PENINSULA,6201 CANCUN
42 SUR,4202 JIUTEPEC
42 SUR,4206 PUNGARABATO
61 CHIAPAS,6104 JUCHITAN
51 METRO PONIENTE,5105 TECAMAC
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
51 METRO PONIENTE,5103 BENITO JUAREZ
21 HUASTECA,2101 AGUASCALIENTES
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
50 METRO NORPONIENTE,5002 ATIZAPAN
60 PUEBLA,6006 XALAPA
32 MICHOACÁN,3201 MORELIA
42 SUR,4202 JIUTEPEC
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
10 FRONTERA OESTE,1001 TIJUANA
51 METRO PONIENTE,5105 TECAMAC
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
51 METRO PONIENTE,5105 TECAMAC
31 JALISCO,3105 TLAQUEPAQUE
20 NORESTE,2001 REYNOSA
60 PUEBLA,6003 ZACAPOAXTLA
62 PENINSULA,6201 CANCUN
20 NORESTE,2007 POZA RICA
61 CHIAPAS,6104 JUCHITAN
50 METRO NORPONIENTE,5002 ATIZAPAN
51 METRO PONIENTE,5104 HUIXQUILUCAN
31 JALISCO,3105 TLAQUEPAQUE
31 JALISCO,3102 ZAPOPAN
42 SUR,4202 JIUTEPEC
21 HUASTECA,2101 AGUASCALIENTES
52 VALLE DE TOLUCA,5201 TOLUCA
20 NORESTE,2008 MARTINEZ DE LA TORRE
41 METRO SURORIENTE,4107 XOCHIMILCO
31 JALISCO,3105 TLAQUEPAQUE
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
50 METRO NORPONIENTE,5002 ATIZAPAN
10 FRONTERA OESTE,1002 MEXICALI
61 CHIAPAS,6101 TUXTLA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
61 CHIAPAS,6101 TUXTLA
21 HUASTECA,2101 AGUASCALIENTES
42 SUR,4205 ACAPULCO
61 CHIAPAS,6101 TUXTLA
20 NORESTE,2003 MONTERREY
61 CHIAPAS,6101 TUXTLA
41 METRO SURORIENTE,4101 IZTAPALAPA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
42 SUR,4202 JIUTEPEC
10 FRONTERA OESTE,1004 HERMOSILLO
10 FRONTERA OESTE,1001 TIJUANA
31 JALISCO,3103 GUADALAJARA
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
32 MICHOACÁN,3201 MORELIA
30 COSTA OCCIDENTE,3004 COLIMA
63 GOLFO,6303 VILLAHERMOSA
51 METRO PONIENTE,5103 BENITO JUAREZ
12 LAGUNA CHIHUAHUA,1203 JUAREZ
60 PUEBLA,6003 ZACAPOAXTLA
10 FRONTERA OESTE,1001 TIJUANA
42 SUR,4206 PUNGARABATO
60 PUEBLA,6004 VERACRUZ
31 JALISCO,3101 ALTOS JALISCO
32 MICHOACÁN,3201 MORELIA
21 HUASTECA,2103 SAN LUIS FORANEO
30 COSTA OCCIDENTE,3002 JALISCO SUR
32 MICHOACÁN,3203 ZACAPU
31 JALISCO,3103 GUADALAJARA
42 SUR,4202 JIUTEPEC
60 PUEBLA,6002 PUEBLA
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4004 TEXCOCO
42 SUR,4205 ACAPULCO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
52 VALLE DE TOLUCA,5203 LERMA
10 FRONTERA OESTE,1001 TIJUANA
21 HUASTECA,2105 TULA
42 SUR,4208 OAXACA
11 PACIFICO,1103 MAZATLAN CULIACAN
40 METRO ORIENTE,4003 CHIMALHUACAN
63 GOLFO,6301 ACAYUCAN
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
40 METRO ORIENTE,4006 ECATEPEC
63 GOLFO,6301 ACAYUCAN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
60 PUEBLA,6002 PUEBLA
21 HUASTECA,2105 TULA
11 PACIFICO,1101 LA PAZ
60 PUEBLA,6003 ZACAPOAXTLA
41 METRO SURORIENTE,4103 COYOACAN
42 SUR,4206 PUNGARABATO
42 SUR,4202 JIUTEPEC
42 SUR,4206 PUNGARABATO
21 HUASTECA,2104 ZACATECAS
60 PUEBLA,6002 PUEBLA
42 SUR,4205 ACAPULCO
52 VALLE DE TOLUCA,5203 LERMA
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
10 FRONTERA OESTE,1001 TIJUANA
33 BAJIO,3305 QUERÉTARO
40 METRO ORIENTE,4004 TEXCOCO
33 BAJIO,3305 QUERÉTARO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
20 NORESTE,2003 MONTERREY
50 METRO NORPONIENTE,5003 TLALNEPANTLA
33 BAJIO,3305 QUERÉTARO
30 COSTA OCCIDENTE,3003 OCOTLAN
21 HUASTECA,2107 TULANCINGO
11 PACIFICO,1103 MAZATLAN CULIACAN
60 PUEBLA,6004 VERACRUZ
21 HUASTECA,2106 PACHUCA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
51 METRO PONIENTE,5102 IZTACALCO
61 CHIAPAS,6102 TAPACHULA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
50 METRO NORPONIENTE,5002 ATIZAPAN
52 VALLE DE TOLUCA,5203 LERMA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6003 ZACAPOAXTLA
21 HUASTECA,2107 TULANCINGO
51 METRO PONIENTE,5106 NAUCALPAN
21 HUASTECA,2103 SAN LUIS FORANEO
11 PACIFICO,1104 TEPIC
52 VALLE DE TOLUCA,5203 LERMA
20 NORESTE,2003 MONTERREY
30 COSTA OCCIDENTE,3002 JALISCO SUR
21 HUASTECA,2104 ZACATECAS
20 NORESTE,2003 MONTERREY
60 PUEBLA,6006 XALAPA
61 CHIAPAS,6102 TAPACHULA
61 CHIAPAS,6102 TAPACHULA
60 PUEBLA,6002 PUEBLA
42 SUR,4205 ACAPULCO
51 METRO PONIENTE,5101 CUAUHTEMOC
60 PUEBLA,6006 XALAPA
21 HUASTECA,2101 AGUASCALIENTES
21 HUASTECA,2101 AGUASCALIENTES
63 GOLFO,6301 ACAYUCAN
51 METRO PONIENTE,5103 BENITO JUAREZ
33 BAJIO,3303 IRAPUATO
60 PUEBLA,6003 ZACAPOAXTLA
60 PUEBLA,6005 ORIZABA
62 PENINSULA,6205 PLAYA DEL CARMEN
33 BAJIO,3304 CELAYA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
52 VALLE DE TOLUCA,5201 TOLUCA
40 METRO ORIENTE,4003 CHIMALHUACAN
30 COSTA OCCIDENTE,3004 COLIMA
10 FRONTERA OESTE,1004 HERMOSILLO
21 HUASTECA,2106 PACHUCA
62 PENINSULA,6204 UMAN
20 NORESTE,2003 MONTERREY
20 NORESTE,2002 GUADALUPE
41 METRO SURORIENTE,4105 TLAHUAC
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
33 BAJIO,3305 QUERÉTARO
41 METRO SURORIENTE,4101 IZTAPALAPA
41 METRO SURORIENTE,4104 TLALPAN
40 METRO ORIENTE,4006 ECATEPEC
40 METRO ORIENTE,4005 ACOLMAN
11 PACIFICO,1104 TEPIC
60 PUEBLA,6004 VERACRUZ
42 SUR,4205 ACAPULCO
40 METRO ORIENTE,4003 CHIMALHUACAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
60 PUEBLA,6006 XALAPA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
20 NORESTE,2006 TAMPICO
63 GOLFO,6303 VILLAHERMOSA
40 METRO ORIENTE,4005 ACOLMAN
62 PENINSULA,6202 CAMPECHE
61 CHIAPAS,6101 TUXTLA
51 METRO PONIENTE,5104 HUIXQUILUCAN
51 METRO PONIENTE,5106 NAUCALPAN
10 FRONTERA OESTE,1002 MEXICALI
42 SUR,4204 QUECHULTENANGO
60 PUEBLA,6006 XALAPA
33 BAJIO,3305 QUERÉTARO
21 HUASTECA,2107 TULANCINGO
63 GOLFO,6304 HUIMANGUILLO
51 METRO PONIENTE,5105 TECAMAC
63 GOLFO,6304 HUIMANGUILLO
21 HUASTECA,2101 AGUASCALIENTES
50 METRO NORPONIENTE,5003 TLALNEPANTLA
60 PUEBLA,6006 XALAPA
21 HUASTECA,2101 AGUASCALIENTES
32 MICHOACÁN,3204 PATZCUARO
51 METRO PONIENTE,5105 TECAMAC
41 METRO SURORIENTE,4102 ALVARO OBREGON
62 PENINSULA,6201 CANCUN
33 BAJIO,3301 LEON
20 NORESTE,2005 ESCOBEDO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
33 BAJIO,3301 LEON
10 FRONTERA OESTE,1001 TIJUANA
11 PACIFICO,1101 LA PAZ
11 PACIFICO,1101 LA PAZ
42 SUR,4204 QUECHULTENANGO
62 PENINSULA,6202 CAMPECHE
63 GOLFO,6302 COATZACOALCOS
11 PACIFICO,1102 SINALOA
11 PACIFICO,1103 MAZATLAN CULIACAN
12 LAGUNA CHIHUAHUA,1205 COAHUILA
30 COSTA OCCIDENTE,3004 COLIMA
60 PUEBLA,6002 PUEBLA
33 BAJIO,3305 QUERÉTARO
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
42 SUR,4203 CUAUTLA
61 CHIAPAS,6101 TUXTLA
41 METRO SURORIENTE,4103 COYOACAN
21 HUASTECA,2106 PACHUCA
40 METRO ORIENTE,4003 CHIMALHUACAN
33 BAJIO,3304 CELAYA
21 HUASTECA,2106 PACHUCA
62 PENINSULA,6202 CAMPECHE
10 FRONTERA OESTE,1001 TIJUANA
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
21 HUASTECA,2105 TULA
42 SUR,4204 QUECHULTENANGO
21 HUASTECA,2103 SAN LUIS FORANEO
20 NORESTE,2004 SAN PEDRO GARZA
32 MICHOACÁN,3204 PATZCUARO
11 PACIFICO,1102 SINALOA
10 FRONTERA OESTE,1004 HERMOSILLO
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
60 PUEBLA,6006 XALAPA
51 METRO PONIENTE,5104 HUIXQUILUCAN
20 NORESTE,2001 REYNOSA
42 SUR,4203 CUAUTLA
20 NORESTE,2001 REYNOSA
42 SUR,4201 CUERNAVACA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
32 MICHOACÁN,3204 PATZCUARO
62 PENINSULA,6203 MERIDA
40 METRO ORIENTE,4004 TEXCOCO
50 METRO NORPONIENTE,5004 COACALCO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
33 BAJIO,3301 LEON
40 METRO ORIENTE,4005 ACOLMAN
41 METRO SURORIENTE,4101 IZTAPALAPA
30 COSTA OCCIDENTE,3004 COLIMA
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
40 METRO ORIENTE,4006 ECATEPEC
60 PUEBLA,6005 ORIZABA
40 METRO ORIENTE,4005 ACOLMAN
62 PENINSULA,6201 CANCUN
60 PUEBLA,6006 XALAPA
31 JALISCO,3105 TLAQUEPAQUE
50 METRO NORPONIENTE,5004 COACALCO
33 BAJIO,3301 LEON
40 METRO ORIENTE,4005 ACOLMAN
10 FRONTERA OESTE,1001 TIJUANA
41 METRO SURORIENTE,4104 TLALPAN
33 BAJIO,3304 CELAYA
31 JALISCO,3103 GUADALAJARA
32 MICHOACÁN,3204 PATZCUARO
50 METRO NORPONIENTE,5004 COACALCO
31 JALISCO,3104 TONALA
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
10 FRONTERA OESTE,1001 TIJUANA
21 HUASTECA,2107 TULANCINGO
50 METRO NORPONIENTE,5003 TLALNEPANTLA
40 METRO ORIENTE,4004 TEXCOCO
52 VALLE DE TOLUCA,5203 LERMA
42 SUR,4202 JIUTEPEC
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
61 CHIAPAS,6101 TUXTLA
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
10 FRONTERA OESTE,1002 MEXICALI
21 HUASTECA,2107 TULANCINGO
31 JALISCO,3105 TLAQUEPAQUE
31 JALISCO,3103 GUADALAJARA
33 BAJIO,3305 QUERÉTARO
33 BAJIO,3305 QUERÉTARO
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
51 METRO PONIENTE,5101 CUAUHTEMOC
40 METRO ORIENTE,4004 TEXCOCO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
42 SUR,4203 CUAUTLA
42 SUR,4205 ACAPULCO
60 PUEBLA,6006 XALAPA
50 METRO NORPONIENTE,5004 COACALCO
63 GOLFO,6303 VILLAHERMOSA
61 CHIAPAS,6102 TAPACHULA
42 SUR,4208 OAXACA
12 LAGUNA CHIHUAHUA,1202 TORREON
33 BAJIO,3301 LEON
60 PUEBLA,6004 VERACRUZ
61 CHIAPAS,6102 TAPACHULA
30 COSTA OCCIDENTE,3004 COLIMA
41 METRO SURORIENTE,4107 XOCHIMILCO
42 SUR,4201 CUERNAVACA
62 PENINSULA,6203 MERIDA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
42 SUR,4208 OAXACA
42 SUR,4204 QUECHULTENANGO
63 GOLFO,6301 ACAYUCAN
20 NORESTE,2002 GUADALUPE
10 FRONTERA OESTE,1001 TIJUANA
30 COSTA OCCIDENTE,3004 COLIMA
42 SUR,4208 OAXACA
63 GOLFO,6305 CIUDAD DEL CARMEN
61 CHIAPAS,6102 TAPACHULA
21 HUASTECA,2101 AGUASCALIENTES
40 METRO ORIENTE,4006 ECATEPEC
42 SUR,4204 QUECHULTENANGO
60 PUEBLA,6001 TEHUACAN
42 SUR,4202 JIUTEPEC
31 JALISCO,3104 TONALA
21 HUASTECA,2104 ZACATECAS
31 JALISCO,3105 TLAQUEPAQUE
40 METRO ORIENTE,4005 ACOLMAN
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
60 PUEBLA,6001 TEHUACAN
42 SUR,4203 CUAUTLA
41 METRO SURORIENTE,4101 IZTAPALAPA
21 HUASTECA,2101 AGUASCALIENTES
32 MICHOACÁN,3201 MORELIA
51 METRO PONIENTE,5103 BENITO JUAREZ
51 METRO PONIENTE,5104 HUIXQUILUCAN
51 METRO PONIENTE,5105 TECAMAC
63 GOLFO,6304 HUIMANGUILLO
21 HUASTECA,2105 TULA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
21 HUASTECA,2103 SAN LUIS FORANEO
62 PENINSULA,6205 PLAYA DEL CARMEN
60 PUEBLA,6006 XALAPA
20 NORESTE,2003 MONTERREY
20 NORESTE,2003 MONTERREY
40 METRO ORIENTE,4005 ACOLMAN
40 METRO ORIENTE,4004 TEXCOCO
42 SUR,4206 PUNGARABATO
20 NORESTE,2004 SAN PEDRO GARZA
42 SUR,4203 CUAUTLA
41 METRO SURORIENTE,4105 TLAHUAC
20 NORESTE,2006 TAMPICO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
63 GOLFO,6305 CIUDAD DEL CARMEN
61 CHIAPAS,6101 TUXTLA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
20 NORESTE,2005 ESCOBEDO
11 PACIFICO,1103 MAZATLAN CULIACAN
32 MICHOACÁN,3204 PATZCUARO
50 METRO NORPONIENTE,5003 TLALNEPANTLA
40 METRO ORIENTE,4006 ECATEPEC
61 CHIAPAS,6104 JUCHITAN
50 METRO NORPONIENTE,5004 COACALCO
41 METRO SURORIENTE,4102 ALVARO OBREGON
30 COSTA OCCIDENTE,3002 JALISCO SUR
50 METRO NORPONIENTE,5002 ATIZAPAN
30 COSTA OCCIDENTE,3003 OCOTLAN
20 NORESTE,2006 TAMPICO
62 PENINSULA,6203 MERIDA
62 PENINSULA,6202 CAMPECHE
31 JALISCO,3105 TLAQUEPAQUE
21 HUASTECA,2107 TULANCINGO
40 METRO ORIENTE,4006 ECATEPEC
31 JALISCO,3103 GUADALAJARA
60 PUEBLA,6005 ORIZABA
51 METRO PONIENTE,5101 CUAUHTEMOC
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
12 LAGUNA CHIHUAHUA,1205 COAHUILA
52 VALLE DE TOLUCA,5201 TOLUCA
32 MICHOACÁN,3203 ZACAPU
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
42 SUR,4201 CUERNAVACA
20 NORESTE,2002 GUADALUPE
31 JALISCO,3101 ALTOS JALISCO
32 MICHOACÁN,3203 ZACAPU
20 NORESTE,2002 GUADALUPE
50 METRO NORPONIENTE,5004 COACALCO
20 NORESTE,2001 REYNOSA
10 FRONTERA OESTE,1001 TIJUANA
41 METRO SURORIENTE,4107 XOCHIMILCO
40 METRO ORIENTE,4004 TEXCOCO
